invoice_id,job_id,customer_id,segment,invoice_date,paid_date,amount
INV00790,J00790,C0229,Residential,2026-05-09,2026-05-15,514.82
INV00791,J00791,C0155,Property Management,2025-12-24,2026-01-29,100.04
INV00792,J00792,C0048,Residential,2026-03-24,2026-04-05,3181.51
INV00793,J00793,C0397,Residential,2026-04-03,2026-04-24,2620.64
INV00794,J00794,C0025,Residential,2025-11-10,2025-11-19,729.59
INV00795,J00795,C0290,Residential,2025-12-21,2025-12-27,7202.02
INV00796,J00796,C0345,Residential,2025-12-01,2025-12-06,2177.92
INV00797,J00797,C0051,Residential,2025-10-07,2025-10-09,302.59
INV00798,J00798,C0229,Residential,2025-09-05,2025-09-15,80.86
INV00799,J00799,C0226,Property Management,2025-11-13,2025-12-30,126.68
INV00800,J00800,C0365,Residential,2026-03-16,2026-03-24,418.01
INV00801,J00801,C0383,Residential,2026-02-19,2026-03-05,86.76
INV00802,J00802,C0293,Commercial,2025-08-26,2025-08-28,5237.54
INV00803,J00803,C0406,Commercial,2025-11-28,2025-12-05,85.72
INV00804,J00804,C0420,Residential,2025-11-23,2025-11-28,7342.1
INV00805,J00805,C0232,Residential,2026-03-04,2026-03-14,4230.78
INV00806,J00806,C0342,Commercial,2025-09-09,2025-09-14,108.68
INV00807,J00807,C0203,Residential,2026-01-26,2026-02-09,133.41
INV00808,J00808,C0293,Commercial,2025-08-15,2025-08-22,507.66
INV00809,J00809,C0278,Commercial,2025-08-13,2025-08-27,6430.39
INV00810,J00810,C0093,Residential,2025-07-10,2025-07-13,9274.26
INV00811,J00811,C0414,Commercial,2026-04-23,2026-05-04,115.02
INV00812,J00812,C0213,Residential,2025-12-22,2026-01-07,92.15
INV00813,J00813,C0074,Property Management,2026-04-04,2026-06-04,274.99
INV00814,J00814,C0014,Residential,2025-07-31,2025-08-13,699.31
INV00815,J00815,C0027,Property Management,2025-11-10,2026-01-02,115.54
INV00816,J00816,C0032,Residential,2026-01-14,2026-01-22,5410.02
INV00817,J00817,C0301,Commercial,2025-07-10,,3622.76
INV00818,J00818,C0326,Commercial,2026-01-25,2026-02-12,112.53
INV00819,J00819,C0232,Residential,2025-11-03,2025-11-03,94.47
INV00820,J00820,C0247,Residential,2025-09-24,2025-10-04,294.35
INV00821,J00821,C0083,Residential,2026-03-19,2026-03-30,3795.79
INV00822,J00822,C0108,Commercial,2025-09-10,2025-09-18,3448.2
INV00823,J00823,C0126,Commercial,2025-11-11,2025-11-12,124.67
INV00824,J00824,C0312,Property Management,2026-06-20,2026-08-15,427.8
INV00825,J00825,C0276,Residential,2026-06-26,2026-07-01,81.09
INV00826,J00826,C0181,Commercial,2026-06-09,2026-06-26,147.9
INV00827,J00827,C0237,Commercial,2026-06-22,2026-06-25,303.49
INV00828,J00828,C0047,Property Management,2026-06-29,,771.4
INV00829,J00829,C0253,Property Management,2026-01-02,2026-01-30,1195.25
INV00830,J00830,C0283,Residential,2025-11-20,2025-11-28,89.53
INV00831,J00831,C0066,Residential,2026-04-28,2026-05-12,315.0
INV00832,J00832,C0315,Property Management,2025-10-07,2025-12-11,463.42
INV00833,J00833,C0209,Residential,2025-07-27,2025-08-10,391.82
INV00834,J00834,C0216,Commercial,2025-10-23,2025-10-30,484.51
INV00835,J00835,C0128,Residential,2025-10-24,2025-11-03,114.79
INV00836,J00836,C0409,Residential,2026-02-07,2026-02-13,556.72
INV00837,J00837,C0407,Residential,2025-07-28,2025-08-01,365.72
INV00838,J00838,C0032,Residential,2026-02-14,2026-02-22,9000.29
INV00839,J00839,C0155,Property Management,2025-08-01,2025-10-05,120.81
INV00840,J00840,C0317,Residential,2026-01-12,2026-01-28,187.51
INV00841,J00841,C0318,Property Management,2026-01-13,2026-03-04,121.44
INV00842,J00842,C0053,Property Management,2025-12-16,2026-02-17,3268.82
INV00843,J00843,C0216,Commercial,2025-09-03,2025-09-13,3099.78
INV00844,J00844,C0224,Residential,2025-09-04,2025-09-15,3185.44
INV00845,J00845,C0159,Residential,2025-09-13,,493.73
INV00846,J00846,C0260,Residential,2025-09-13,2025-09-29,937.23
INV00847,J00847,C0097,Commercial,2025-10-12,2025-10-24,7507.16
INV00848,J00848,C0154,Residential,2026-04-23,2026-05-08,493.09
INV00849,J00849,C0355,Property Management,2025-10-21,2025-12-15,479.96
INV00850,J00850,C0095,Property Management,2026-01-09,2026-03-04,7826.07
INV00851,J00851,C0100,Residential,2025-09-11,,3504.6
INV00852,J00852,C0135,Residential,2025-11-23,2025-12-10,553.8
INV00853,J00853,C0347,Residential,2025-11-12,2025-11-17,4323.46
INV00854,J00854,C0415,Commercial,2026-02-19,2026-02-21,5285.16
INV00855,J00855,C0074,Property Management,2026-02-08,2026-03-06,8796.34
INV00856,J00856,C0024,Residential,2025-12-10,2025-12-20,188.96
INV00857,J00857,C0065,Property Management,2025-11-04,2025-12-04,1458.73
INV00858,J00858,C0261,Commercial,2026-06-05,2026-06-28,5828.7
INV00859,J00859,C0270,Residential,2025-09-30,2025-10-19,686.16
INV00860,J00860,C0113,Residential,2026-04-25,,865.91
INV00861,J00861,C0282,Residential,2025-09-19,2025-09-30,259.33
INV00862,J00862,C0319,Residential,2025-07-22,2025-08-08,100.23
INV00863,J00863,C0092,Residential,2025-11-17,2025-11-19,146.86
INV00864,J00864,C0117,Residential,2026-03-14,2026-03-27,4090.45
INV00865,J00865,C0382,Property Management,2025-12-16,2026-02-07,4002.02
INV00866,J00866,C0395,Residential,2026-04-05,2026-04-13,2608.58
INV00867,J00867,C0335,Property Management,2026-04-23,2026-06-11,852.64
INV00868,J00868,C0301,Commercial,2026-02-28,2026-03-16,7601.46
INV00869,J00869,C0395,Residential,2025-12-08,2025-12-10,8474.81
INV00870,J00870,C0378,Residential,2025-09-10,2025-09-21,185.03
INV00871,J00871,C0154,Residential,2026-06-17,2026-06-18,131.72
INV00872,J00872,C0105,Residential,2025-12-17,2025-12-29,213.28
INV00873,J00873,C0088,Commercial,2026-02-17,2026-02-25,2081.65
INV00874,J00874,C0198,Residential,2025-10-04,2025-10-11,4789.38
INV00875,J00875,C0168,Residential,2026-03-23,,790.23
INV00876,J00876,C0067,Property Management,2025-08-05,2025-10-10,203.03
INV00877,J00877,C0104,Residential,2026-04-21,2026-04-30,3156.68
INV00878,J00878,C0414,Commercial,2025-08-02,2025-08-04,121.34
INV00879,J00879,C0331,Residential,2025-07-21,2025-07-31,8785.96
INV00880,J00880,C0128,Residential,2026-05-10,2026-06-01,273.38
INV00881,J00881,C0358,Property Management,2026-06-23,,9174.12
INV00882,J00882,C0253,Property Management,2025-11-27,2026-02-04,5967.67
INV00883,J00883,C0231,Residential,2026-03-16,2026-03-17,315.39
INV00884,J00884,C0176,Residential,2026-06-11,2026-06-11,130.95
INV00885,J00885,C0249,Residential,2025-09-08,2025-09-19,522.95
INV00886,J00886,C0088,Commercial,2026-02-27,,4063.94
INV00887,J00887,C0347,Residential,2025-09-25,2025-10-10,5139.51
INV00888,J00888,C0357,Commercial,2026-03-30,2026-04-16,3467.43
INV00889,J00889,C0228,Residential,2025-08-22,2025-08-26,95.87
INV00890,J00890,C0047,Property Management,2026-01-08,2026-02-21,3289.82
INV00891,J00891,C0409,Residential,2025-08-02,2025-08-07,7878.16
INV00892,J00892,C0321,Residential,2025-12-15,2025-12-25,332.68
INV00893,J00893,C0166,Residential,2025-10-18,2025-10-22,4541.73
INV00894,J00894,C0189,Residential,2025-08-03,2025-08-08,1918.64
INV00895,J00895,C0049,Residential,2025-08-22,,491.93
INV00896,J00896,C0090,Property Management,2026-06-21,2026-08-01,510.38
INV00897,J00897,C0300,Residential,2025-12-19,2025-12-22,589.08
INV00898,J00898,C0122,Commercial,2025-07-11,2025-07-20,7927.48
INV00899,J00899,C0193,Residential,2025-11-29,2025-12-04,4344.56
INV00900,J00900,C0163,Residential,2025-12-16,2026-01-01,514.67
INV00901,J00901,C0376,Residential,2025-11-25,2025-12-13,318.39
INV00902,J00902,C0196,Commercial,2026-06-17,2026-07-02,6120.24
INV00903,J00903,C0105,Residential,2025-10-07,2025-10-27,184.0
INV00904,J00904,C0085,Commercial,2026-02-04,2026-02-13,129.13
INV00905,J00905,C0401,Residential,2026-02-15,2026-02-23,5894.56
INV00906,J00906,C0420,Residential,2026-02-02,2026-02-06,213.94
INV00907,J00907,C0373,Property Management,2025-12-01,2026-01-29,271.36
INV00908,J00908,C0070,Residential,2026-03-04,2026-03-11,7789.18
INV00909,J00909,C0213,Residential,2026-01-08,2026-01-09,145.52
INV00910,J00910,C0020,Residential,2026-04-28,,9454.83
INV00911,J00911,C0364,Property Management,2025-11-08,2025-12-29,542.04
INV00912,J00912,C0018,Residential,2025-11-04,2025-11-06,8360.22
INV00913,J00913,C0234,Residential,2025-09-14,2025-09-18,4349.52
INV00914,J00914,C0395,Residential,2025-09-21,2025-09-25,391.2
INV00915,J00915,C0219,Commercial,2025-10-05,2025-10-06,122.13
INV00916,J00916,C0056,Commercial,2025-12-05,2025-12-12,172.34
INV00917,J00917,C0087,Residential,2026-01-20,2026-01-25,4004.25
INV00918,J00918,C0088,Commercial,2026-06-01,2026-06-18,2276.28
INV00919,J00919,C0417,Residential,2025-08-26,2025-08-30,90.94
INV00920,J00920,C0056,Commercial,2026-01-26,2026-02-01,140.13
INV00921,J00921,C0121,Property Management,2025-12-23,2026-02-12,744.02
INV00922,J00922,C0109,Commercial,2026-04-25,2026-04-28,211.85
INV00923,J00923,C0220,Residential,2026-02-28,2026-03-06,435.59
INV00924,J00924,C0313,Residential,2026-01-01,,96.5
INV00925,J00925,C0014,Residential,2026-06-23,2026-06-30,167.85
INV00926,J00926,C0352,Residential,2026-01-05,,124.42
INV00927,J00927,C0024,Residential,2025-12-12,2025-12-20,1298.3
INV00928,J00928,C0244,Residential,2025-08-11,2025-08-22,890.81
INV00929,J00929,C0293,Commercial,2025-10-08,2025-10-08,588.13
INV00930,J00930,C0229,Residential,2026-06-10,2026-06-20,146.63
INV00931,J00931,C0223,Residential,2026-06-03,2026-06-16,9460.17
INV00932,J00932,C0341,Residential,2025-11-21,2025-12-04,5867.29
INV00933,J00933,C0115,Property Management,2026-03-09,2026-05-02,9090.68
INV00934,J00934,C0115,Property Management,2026-01-12,2026-02-28,122.94
INV00935,J00935,C0189,Residential,2025-10-05,2025-10-10,4264.5
INV00936,J00936,C0217,Residential,2026-04-29,2026-05-11,4990.0
INV00937,J00937,C0203,Residential,2026-05-05,2026-05-15,3251.46
INV00938,J00938,C0076,Residential,2025-10-21,2025-11-03,120.11
INV00939,J00939,C0258,Residential,2026-05-03,2026-05-08,893.23
INV00940,J00940,C0361,Commercial,2025-10-19,2025-11-03,147.49
INV00941,J00941,C0250,Residential,2025-10-24,2025-11-04,579.51
INV00942,J00942,C0348,Commercial,2026-01-17,2026-01-28,531.4
INV00943,J00943,C0202,Property Management,2025-11-22,2026-01-11,3744.99
INV00944,J00944,C0336,Property Management,2026-06-29,2026-08-12,2241.98
INV00945,J00945,C0186,Residential,2025-10-20,,7265.36
INV00946,J00946,C0050,Property Management,2026-02-04,2026-03-29,364.9
INV00947,J00947,C0322,Residential,2025-12-21,2025-12-26,183.65
INV00948,J00948,C0398,Residential,2026-05-02,,539.73
INV00949,J00949,C0324,Residential,2026-05-29,2026-06-08,174.57
INV00950,J00950,C0301,Commercial,2026-06-08,,6408.7
INV00951,J00951,C0331,Residential,2025-10-01,2025-10-12,181.06
INV00952,J00952,C0417,Residential,2026-04-02,,544.39
INV00953,J00953,C0338,Residential,2025-08-02,2025-08-13,8885.61
INV00954,J00954,C0066,Residential,2025-12-08,2025-12-22,6950.49
INV00955,J00955,C0153,Residential,2025-08-13,2025-08-14,5681.36
INV00956,J00956,C0401,Residential,2025-12-01,2025-12-01,481.13
INV00957,J00957,C0340,Residential,2025-12-28,2026-01-08,7790.67
INV00958,J00958,C0184,Residential,2025-09-07,2025-09-09,4753.42
INV00959,J00959,C0234,Residential,2026-05-29,2026-06-11,223.29
INV00960,J00960,C0366,Commercial,2025-08-06,2025-08-18,2804.78
INV00961,J00961,C0195,Residential,2025-09-17,2025-09-30,218.14
INV00962,J00962,C0169,Residential,2026-04-07,2026-04-10,172.86
INV00963,J00963,C0051,Residential,2025-10-24,2025-10-30,2818.32
INV00964,J00964,C0414,Commercial,2025-09-28,2025-10-09,3121.97
INV00965,J00965,C0088,Commercial,2026-05-08,2026-05-21,5407.98
INV00966,J00966,C0304,Commercial,2026-03-30,2026-04-10,105.71
INV00967,J00967,C0372,Residential,2026-01-10,2026-01-12,3525.82
INV00968,J00968,C0182,Residential,2026-02-20,2026-02-24,595.2
INV00969,J00969,C0157,Residential,2025-10-26,2025-10-26,2897.59
INV00970,J00970,C0030,Commercial,2025-08-17,2025-09-01,223.98
INV00971,J00971,C0255,Property Management,2026-02-03,2026-03-06,447.81
INV00972,J00972,C0366,Commercial,2026-05-12,2026-05-16,5579.88
INV00973,J00973,C0230,Property Management,2026-03-28,2026-05-03,1211.85
INV00974,J00974,C0217,Residential,2025-09-07,2025-09-14,546.86
INV00975,J00975,C0154,Residential,2026-04-03,2026-04-07,6398.75
INV00976,J00976,C0317,Residential,2025-12-04,2025-12-12,356.42
INV00977,J00977,C0182,Residential,2025-12-27,2026-01-09,184.61
INV00978,J00978,C0004,Commercial,2026-01-27,2026-02-13,4433.78
INV00979,J00979,C0416,Property Management,2026-02-05,2026-02-27,320.13
INV00980,J00980,C0364,Property Management,2026-02-08,2026-03-30,223.83
INV00981,J00981,C0341,Residential,2025-09-21,2025-09-27,8704.4
INV00982,J00982,C0257,Commercial,2025-09-04,2025-09-26,708.2
INV00983,J00983,C0177,Residential,2025-07-11,2025-07-20,440.0
INV00984,J00984,C0246,Residential,2026-05-02,2026-05-02,448.13
INV00985,J00985,C0135,Residential,2025-11-05,2025-11-08,4484.49
INV00986,J00986,C0303,Property Management,2025-08-22,2025-10-07,507.03
INV00987,J00987,C0010,Property Management,2025-10-07,2025-12-15,500.56
INV00988,J00988,C0173,Residential,2026-05-21,2026-05-21,5586.02
INV00989,J00989,C0365,Residential,2026-01-03,2026-01-07,2928.8
INV00990,J00990,C0242,Residential,2025-12-12,2025-12-26,4768.89
INV00991,J00991,C0050,Property Management,2025-12-19,2026-02-14,3606.16
INV00992,J00992,C0333,Residential,2026-01-02,2026-01-09,393.16
INV00993,J00993,C0301,Commercial,2026-05-05,2026-05-05,9309.98
INV00994,J00994,C0317,Residential,2025-08-20,2025-08-24,5557.39
INV00995,J00995,C0215,Residential,2025-07-23,2025-08-07,466.26
INV00996,J00996,C0323,Commercial,2025-12-25,2025-12-25,702.13
INV00997,J00997,C0307,Property Management,2026-03-15,2026-04-18,726.79
INV00998,J00998,C0351,Residential,2025-10-06,2025-10-12,158.75
INV00999,J00999,C0311,Commercial,2026-04-14,2026-04-23,124.57
INV01000,J01000,C0363,Residential,2026-03-20,2026-03-29,129.04
INV01001,J01001,C0024,Residential,2025-08-30,2025-09-03,457.45
INV01002,J01002,C0329,Residential,2025-09-07,2025-09-30,4446.06
INV01003,J01003,C0043,Residential,2026-05-20,2026-05-31,862.5
INV01004,J01004,C0321,Residential,2025-11-28,2025-11-28,771.15
INV01005,J01005,C0335,Property Management,2025-07-09,2025-09-14,5044.07
INV01006,J01006,C0298,Property Management,2025-12-14,2026-01-25,3500.46
INV01007,J01007,C0246,Residential,2026-02-08,2026-02-25,265.58
INV01008,J01008,C0011,Residential,2026-03-09,2026-03-22,341.28
INV01009,J01009,C0126,Commercial,2025-09-12,2025-09-12,6230.14
INV01010,J01010,C0197,Property Management,2025-07-07,2025-08-30,3624.3
INV01011,J01011,C0074,Property Management,2025-11-05,2026-01-08,9131.59
INV01012,J01012,C0104,Residential,2026-04-04,2026-04-15,297.46
INV01013,J01013,C0029,Commercial,2026-03-03,2026-03-07,462.63
INV01014,J01014,C0262,Property Management,2026-04-05,2026-05-27,4193.43
INV01015,J01015,C0336,Property Management,2026-01-14,2026-03-12,329.16
INV01016,J01016,C0057,Residential,2025-08-27,2025-09-04,91.84
INV01017,J01017,C0310,Residential,2026-01-01,2026-01-17,4406.62
INV01018,J01018,C0419,Property Management,2026-06-07,2026-07-10,2574.91
INV01019,J01019,C0077,Residential,2025-11-13,2025-11-25,8166.7
INV01020,J01020,C0296,Residential,2026-03-02,2026-03-05,6064.72
INV01021,J01021,C0254,Residential,2026-01-14,2026-01-30,496.68
INV01022,J01022,C0215,Residential,2026-05-31,2026-06-18,6276.3
INV01023,J01023,C0296,Residential,2025-08-12,2025-08-22,190.73
INV01024,J01024,C0286,Residential,2025-10-13,2025-11-01,302.04
INV01025,J01025,C0074,Property Management,2025-09-10,2025-10-28,4055.18
INV01026,J01026,C0061,Commercial,2025-10-23,2025-11-07,1248.37
INV01027,J01027,C0038,Property Management,2026-06-25,2026-07-25,6360.96
INV01028,J01028,C0292,Residential,2025-11-03,2025-11-14,8486.41
INV01029,J01029,C0211,Residential,2026-03-28,,3750.91
INV01030,J01030,C0385,Residential,2025-07-31,2025-08-17,198.13
INV01031,J01031,C0257,Commercial,2026-06-30,2026-07-12,2626.29
INV01032,J01032,C0206,Residential,2026-01-10,,501.9
INV01033,J01033,C0161,Residential,2025-08-09,2025-08-25,123.95
INV01034,J01034,C0056,Commercial,2026-02-03,2026-02-10,3784.64
INV01035,J01035,C0109,Commercial,2025-09-22,2025-09-27,7082.66
INV01036,J01036,C0044,Residential,2025-07-17,2025-08-03,8669.31
INV01037,J01037,C0005,Property Management,2025-12-09,,9383.25
INV01038,J01038,C0360,Residential,2026-01-17,2026-01-24,672.28
INV01039,J01039,C0408,Property Management,2025-09-15,2025-11-21,590.49
INV01040,J01040,C0111,Residential,2026-05-17,2026-05-17,8344.86
INV01041,J01041,C0403,Residential,2026-03-22,2026-04-05,291.84
INV01042,J01042,C0107,Commercial,2026-06-30,2026-07-10,219.61
INV01043,J01043,C0393,Property Management,2025-08-19,,965.03
INV01044,J01044,C0083,Residential,2025-12-08,2025-12-13,215.44
INV01045,J01045,C0132,Property Management,2026-02-21,2026-04-08,3860.5
INV01046,J01046,C0147,Residential,2026-03-07,2026-03-07,805.98
INV01047,J01047,C0350,Commercial,2025-12-08,,489.24
INV01048,J01048,C0359,Residential,2026-05-26,2026-06-11,289.66
INV01049,J01049,C0237,Commercial,2025-08-07,2025-08-07,6947.24
INV01050,J01050,C0375,Property Management,2025-08-25,2025-10-17,4150.09
INV01051,J01051,C0310,Residential,2025-08-03,2025-08-12,540.41
INV01052,J01052,C0328,Property Management,2025-09-18,2025-12-02,91.01
INV01053,J01053,C0110,Residential,2026-01-02,2026-01-02,96.08
INV01054,J01054,C0073,Residential,2026-05-22,2026-05-26,216.01
INV01055,J01055,C0095,Property Management,2026-03-26,2026-05-07,7851.07
INV01056,J01056,C0215,Residential,2025-09-23,2025-10-04,5897.1
INV01057,J01057,C0288,Residential,2026-06-20,2026-06-29,191.58
INV01058,J01058,C0078,Property Management,2025-12-13,2026-02-27,827.55
INV01059,J01059,C0267,Property Management,2026-06-11,2026-08-06,183.62
INV01060,J01060,C0112,Residential,2026-05-24,2026-06-08,7974.25
INV01061,J01061,C0098,Property Management,2025-10-19,2025-12-17,880.22
INV01062,J01062,C0333,Residential,2025-12-05,2025-12-12,9494.29
INV01063,J01063,C0235,Residential,2025-12-19,2025-12-27,6070.3
INV01064,J01064,C0360,Residential,2026-06-03,2026-06-10,170.27
INV01065,J01065,C0316,Residential,2025-08-23,2025-09-01,9094.98
INV01066,J01066,C0298,Property Management,2026-05-21,2026-08-01,135.44
INV01067,J01067,C0101,Residential,2026-04-09,2026-04-11,201.18
INV01068,J01068,C0192,Commercial,2026-05-27,2026-06-03,191.47
INV01069,J01069,C0213,Residential,2026-01-29,2026-02-20,3382.98
INV01070,J01070,C0088,Commercial,2026-05-04,2026-05-13,871.41
INV01071,J01071,C0411,Residential,2026-05-26,,211.08
INV01072,J01072,C0082,Residential,2026-01-23,2026-02-04,506.18
INV01073,J01073,C0082,Residential,2026-01-17,2026-01-24,4361.49
INV01074,J01074,C0317,Residential,2026-04-30,2026-05-09,547.94
INV01075,J01075,C0096,Property Management,2025-09-05,2025-09-24,92.98
INV01076,J01076,C0141,Residential,2026-01-10,2026-01-22,2024.0
INV01077,J01077,C0063,Residential,2025-08-26,2025-08-26,83.03
INV01078,J01078,C0052,Property Management,2026-01-02,2026-02-19,5949.81
INV01079,J01079,C0161,Residential,2026-06-17,2026-06-24,172.0
INV01080,J01080,C0176,Residential,2026-06-03,,980.79
INV01081,J01081,C0016,Residential,2025-09-01,2025-09-06,6201.34
INV01082,J01082,C0071,Commercial,2025-10-20,2025-10-22,527.11
INV01083,J01083,C0382,Property Management,2025-12-26,2026-02-27,3984.33
INV01084,J01084,C0053,Property Management,2025-10-10,2025-12-04,3375.85
INV01085,J01085,C0217,Residential,2026-03-07,2026-03-22,167.12
INV01086,J01086,C0324,Residential,2025-10-11,2025-10-17,773.54
INV01087,J01087,C0331,Residential,2026-01-26,2026-02-01,4366.02
INV01088,J01088,C0126,Commercial,2026-02-05,2026-02-08,217.77
INV01089,J01089,C0110,Residential,2025-12-11,2025-12-11,830.43
INV01090,J01090,C0288,Residential,2026-03-27,2026-03-30,4757.07
INV01091,J01091,C0163,Residential,2026-05-27,2026-06-03,195.55
INV01092,J01092,C0064,Residential,2025-11-18,2025-11-26,148.31
INV01093,J01093,C0146,Property Management,2025-07-10,2025-09-04,545.37
INV01094,J01094,C0049,Residential,2025-07-09,2025-07-09,8479.1
INV01095,J01095,C0314,Property Management,2025-08-10,2025-10-03,232.95
INV01096,J01096,C0053,Property Management,2025-09-01,2025-10-24,220.5
INV01097,J01097,C0088,Commercial,2026-06-18,2026-06-27,100.53
INV01098,J01098,C0402,Commercial,2025-07-03,2025-07-07,103.06
INV01099,J01099,C0071,Commercial,2026-01-11,2026-01-19,3375.32
INV01100,J01100,C0268,Commercial,2026-01-28,2026-02-11,114.57
INV01101,J01101,C0136,Property Management,2026-03-05,2026-04-21,7490.73
INV01102,J01102,C0039,Property Management,2026-05-28,2026-06-24,8641.89
INV01103,J01103,C0175,Residential,2025-10-05,2025-10-16,90.65
INV01104,J01104,C0259,Commercial,2025-12-07,2025-12-13,82.92
INV01105,J01105,C0097,Commercial,2026-05-14,2026-05-23,3584.38
INV01106,J01106,C0055,Residential,2025-08-22,2025-08-30,567.41
INV01107,J01107,C0136,Property Management,2026-06-04,2026-09-09,83.87
INV01108,J01108,C0226,Property Management,2026-02-06,2026-03-22,390.81
INV01109,J01109,C0091,Residential,2025-11-28,2025-12-12,6526.68
INV01110,J01110,C0113,Residential,2026-05-27,2026-05-27,3845.05
INV01111,J01111,C0359,Residential,2025-11-19,2025-12-02,7208.61
INV01112,J01112,C0088,Commercial,2025-11-15,2025-11-25,133.93
INV01113,J01113,C0359,Residential,2025-08-18,2025-08-24,503.5
INV01114,J01114,C0096,Property Management,2026-06-14,2026-08-07,5492.93
INV01115,J01115,C0040,Residential,2025-07-11,2025-07-11,268.78
INV01116,J01116,C0242,Residential,2025-07-01,2025-07-13,83.2
INV01117,J01117,C0397,Residential,2026-03-26,2026-04-04,228.83
INV01118,J01118,C0130,Commercial,2026-04-06,2026-04-21,2783.58
INV01119,J01119,C0139,Residential,2026-06-05,2026-06-15,126.43
INV01120,J01120,C0255,Property Management,2026-06-03,2026-07-22,196.07
INV01121,J01121,C0328,Property Management,2025-08-15,2025-10-03,3804.42
INV01122,J01122,C0348,Commercial,2026-03-27,2026-04-02,361.4
INV01123,J01123,C0267,Property Management,2025-10-06,2025-12-13,1127.95
INV01124,J01124,C0005,Property Management,2025-12-25,2026-01-21,3147.1
INV01125,J01125,C0250,Residential,2026-05-16,2026-05-27,329.9
INV01126,J01126,C0251,Residential,2026-04-30,2026-05-11,5334.93
INV01127,J01127,C0341,Residential,2025-12-27,2026-01-09,4388.02
INV01128,J01128,C0042,Residential,2025-10-09,2025-10-19,127.1
INV01129,J01129,C0051,Residential,2026-01-14,2026-01-31,205.99
INV01130,J01130,C0129,Residential,2025-12-13,2025-12-13,250.56
INV01131,J01131,C0094,Residential,2026-05-18,,103.2
INV01132,J01132,C0182,Residential,2025-12-08,2025-12-22,499.37
INV01133,J01133,C0315,Property Management,2026-02-01,2026-04-01,8941.09
INV01134,J01134,C0387,Residential,2026-04-16,2026-04-25,4081.79
INV01135,J01135,C0044,Residential,2026-03-23,2026-04-03,79.1
INV01136,J01136,C0032,Residential,2025-11-26,2025-11-30,84.11
INV01137,J01137,C0380,Residential,2026-03-22,2026-03-23,682.98
INV01138,J01138,C0413,Commercial,2026-05-18,2026-06-03,3109.38
INV01139,J01139,C0105,Residential,2025-08-31,2025-09-15,4121.64
INV01140,J01140,C0095,Property Management,2025-12-01,2026-01-31,196.46
INV01141,J01141,C0075,Commercial,2026-06-02,2026-06-08,7317.18
INV01142,J01142,C0246,Residential,2026-06-24,2026-06-30,4824.2
INV01143,J01143,C0238,Residential,2026-01-17,2026-01-18,143.61
INV01144,J01144,C0331,Residential,2025-07-06,2025-07-16,3556.14
INV01145,J01145,C0142,Residential,2025-09-10,2025-09-18,75.68
INV01146,J01146,C0033,Residential,2026-06-27,2026-06-27,111.86
INV01147,J01147,C0202,Property Management,2025-09-10,,1984.17
INV01148,J01148,C0358,Property Management,2025-10-01,2025-12-03,2675.01
INV01149,J01149,C0119,Residential,2025-07-24,2025-07-31,143.36
INV01150,J01150,C0373,Property Management,2025-10-30,2025-12-31,8854.84
INV01151,J01151,C0227,Residential,2025-08-28,2025-09-12,943.04
INV01152,J01152,C0285,Property Management,2026-01-10,2026-02-20,283.86
INV01153,J01153,C0415,Commercial,2025-09-21,,192.49
INV01154,J01154,C0185,Residential,2025-07-18,2025-08-03,582.68
INV01155,J01155,C0107,Commercial,2026-05-25,2026-05-29,117.78
INV01156,J01156,C0219,Commercial,2025-09-09,2025-09-22,7252.82
INV01157,J01157,C0119,Residential,2025-08-21,2025-08-26,3808.87
INV01158,J01158,C0035,Residential,2025-11-06,2025-11-15,203.29
INV01159,J01159,C0317,Residential,2026-03-23,2026-04-07,1952.95
INV01160,J01160,C0174,Residential,2025-11-12,,332.23
INV01161,J01161,C0253,Property Management,2025-12-16,2026-01-18,464.42
INV01162,J01162,C0379,Property Management,2025-08-06,2025-09-15,169.23
INV01163,J01163,C0255,Property Management,2025-07-22,2025-09-08,6545.63
INV01164,J01164,C0014,Residential,2025-10-25,2025-11-04,1183.05
INV01165,J01165,C0199,Property Management,2026-04-09,,132.43
INV01166,J01166,C0189,Residential,2026-02-10,2026-02-16,5610.73
INV01167,J01167,C0383,Residential,2025-07-06,2025-07-13,7414.39
INV01168,J01168,C0030,Commercial,2025-11-05,2025-11-13,187.59
INV01169,J01169,C0204,Residential,2025-11-27,2025-11-30,428.92
INV01170,J01170,C0228,Residential,2026-03-11,,699.19
INV01171,J01171,C0358,Property Management,2026-03-27,2026-04-30,3261.83
INV01172,J01172,C0105,Residential,2026-03-06,2026-03-16,4262.53
INV01173,J01173,C0019,Commercial,2025-09-01,2025-09-16,884.54
INV01174,J01174,C0143,Residential,2026-03-13,2026-03-23,502.24
INV01175,J01175,C0228,Residential,2025-07-10,,94.82
INV01176,J01176,C0391,Property Management,2025-12-04,2026-01-24,179.63
INV01177,J01177,C0175,Residential,2026-04-29,2026-05-14,7264.4
INV01178,J01178,C0199,Property Management,2025-07-30,2025-09-08,9214.84
INV01179,J01179,C0196,Commercial,2026-02-03,2026-02-23,3061.8
INV01180,J01180,C0128,Residential,2026-06-15,2026-06-25,3882.62
INV01181,J01181,C0007,Residential,2025-11-15,2025-11-25,2135.63
INV01182,J01182,C0005,Property Management,2026-02-22,2026-03-24,968.92
INV01183,J01183,C0283,Residential,2025-08-10,2025-08-21,2647.87
