job_id,date,customer_id,tech_id,job_type,revenue,labor_hours,labor_cost,material_cost,is_callback,parent_job_id
J00613,2025-07-18,C0293,T02,AC Install,7865.27,6.4,1595.19,1569.44,0,
J00614,2025-07-01,C0137,T07,AC Repair,269.3,3.7,54.01,65.04,0,
J00615,2026-03-02,C0373,T07,Maintenance,191.3,6.5,53.76,19.26,0,
J00616,2026-03-04,C0275,T10,AC Install,9110.25,3.5,2753.81,1640.97,0,
J00617,2026-05-28,C0274,T06,AC Install,8620.05,3.4,2811.66,2173.03,0,
J00618,2025-10-12,C0021,T09,Furnace Repair,683.11,5.6,167.25,121.61,0,
J00619,2026-06-18,C0044,T08,Wiring Repair,819.65,4.1,187.22,87.82,1,
J00620,2026-04-30,C0200,T08,Furnace Install,3552.76,4.8,2172.68,2428.26,0,
J00621,2026-02-16,C0174,T01,AC Repair,383.53,1.3,83.51,100.26,0,
J00622,2026-02-20,C0120,T10,Furnace Repair,660.9,1.3,146.22,152.51,0,
J00623,2026-05-13,C0360,T04,AC Repair,251.51,5.4,84.43,66.44,1,
J00624,2026-05-09,C0033,T10,Furnace Repair,605.26,1.7,166.19,157.27,0,
J00625,2025-10-12,C0416,T06,Maintenance,198.5,6.2,51.67,24.65,0,
J00626,2026-04-06,C0407,T06,Furnace Repair,290.88,1.3,65.74,32.77,0,
J00627,2026-01-29,C0284,T06,Furnace Repair,265.8,2.7,76.36,33.67,0,
J00628,2026-05-20,C0009,T03,Maintenance,204.23,1.6,41.07,58.25,0,
J00629,2026-04-30,C0356,T07,Electrical Panel Upgrade,3980.01,6.4,1209.34,562.11,0,
J00630,2026-03-25,C0123,T07,Diagnostic,145.36,5.3,29.89,19.77,0,
J00631,2025-08-15,C0215,T06,Electrical Panel Upgrade,1812.34,2.6,394.41,373.41,0,
J00632,2026-01-02,C0395,T08,Furnace Install,6708.2,2.5,3760.71,3878.48,0,
J00633,2026-02-28,C0082,T03,Diagnostic,125.26,1.3,37.17,19.67,0,
J00634,2025-12-19,C0054,T01,Diagnostic,130.53,7.5,29.55,33.56,0,
J00635,2025-08-29,C0370,T04,AC Install,6168.93,5.1,1621.56,1538.64,0,
J00636,2025-10-26,C0117,T06,AC Install,4088.38,6.2,1351.14,715.9,0,
J00637,2026-02-27,C0224,T01,Diagnostic,85.87,7.5,23.03,15.24,0,
J00638,2025-10-08,C0104,T05,Wiring Repair,435.12,1.2,124.14,67.93,0,
J00639,2026-02-24,C0088,T07,Diagnostic,132.03,2.5,32.25,17.34,0,
J00640,2026-05-10,C0284,T10,Furnace Repair,624.6,1.6,205.21,123.57,0,
J00641,2026-04-29,C0143,T08,Diagnostic,76.09,4.0,25.18,11.38,0,
J00642,2025-10-22,C0003,T10,Furnace Repair,397.24,1.3,138.51,98.0,0,
J00643,2026-02-03,C0415,T08,Maintenance,193.54,6.7,51.84,28.66,0,
J00644,2025-07-07,C0068,T04,Maintenance,135.95,2.7,47.56,14.03,0,
J00645,2025-09-21,C0383,T10,Diagnostic,118.77,7.8,32.02,15.17,0,
J00646,2025-10-03,C0361,T08,Wiring Repair,643.38,7.0,135.5,179.3,0,
J00647,2025-07-17,C0386,T07,Electrical Panel Upgrade,2528.43,7.6,711.41,654.6,0,
J00648,2025-08-11,C0264,T01,Wiring Repair,861.73,5.7,287.12,105.3,0,
J00649,2026-05-13,C0188,T06,AC Repair,397.67,1.5,121.85,56.05,0,
J00650,2025-10-31,C0378,T08,AC Install,9134.89,5.1,3141.17,1296.78,0,
J00651,2025-10-24,C0137,T06,Wiring Repair,552.5,4.0,115.01,96.45,0,
J00652,2026-03-14,C0364,T08,AC Install,6691.43,6.8,2241.08,1274.02,0,
J00653,2026-06-10,C0235,T04,AC Install,4023.85,3.7,912.7,1173.56,1,
J00654,2025-09-23,C0357,T02,Electrical Panel Upgrade,2199.48,2.1,507.28,638.77,1,
J00655,2026-01-30,C0178,T08,Furnace Repair,398.47,6.2,80.98,54.91,1,
J00656,2025-10-27,C0297,T07,Wiring Repair,439.95,5.5,109.52,96.21,0,
J00657,2026-04-07,C0156,T08,Diagnostic,117.54,7.3,28.91,30.31,0,
J00658,2026-01-07,C0076,T01,Electrical Panel Upgrade,2753.43,4.2,619.4,784.25,0,
J00659,2025-11-24,C0363,T03,Furnace Repair,540.29,5.7,120.5,79.74,1,
J00660,2025-12-10,C0134,T08,Furnace Repair,372.23,2.4,113.93,86.77,0,
J00661,2025-09-14,C0277,T08,Wiring Repair,882.83,4.7,192.65,92.68,0,
J00662,2025-09-13,C0080,T06,Diagnostic,75.32,6.2,26.09,12.52,0,
J00663,2026-02-28,C0342,T10,Electrical Panel Upgrade,2197.13,5.0,738.3,413.98,0,
J00664,2026-03-03,C0348,T03,AC Repair,488.01,3.8,159.16,92.33,0,
J00665,2025-07-29,C0270,T10,Furnace Install,4444.01,7.5,2691.23,2469.25,0,
J00666,2026-02-14,C0202,T09,AC Install,4666.7,3.2,1356.9,1347.19,0,
J00667,2026-01-01,C0367,T03,Maintenance,200.85,3.6,51.4,31.52,0,
J00668,2026-02-14,C0373,T04,AC Install,8826.83,6.2,2315.64,1663.87,1,
J00669,2026-02-03,C0301,T03,Maintenance,167.33,2.0,41.08,49.81,0,
J00670,2025-12-19,C0388,T10,AC Install,5754.63,1.0,1702.34,890.04,0,
J00671,2026-02-22,C0096,T04,Furnace Repair,612.79,3.0,167.65,162.12,0,
J00672,2026-04-26,C0287,T08,Electrical Panel Upgrade,3797.61,2.6,1210.23,496.75,0,
J00673,2026-05-24,C0335,T02,Diagnostic,124.94,3.0,28.35,35.15,0,
J00674,2025-07-15,C0253,T05,AC Install,9466.0,1.5,2951.83,2046.67,0,
J00675,2025-11-10,C0192,T02,Diagnostic,113.44,5.0,37.07,15.04,0,
J00676,2025-12-11,C0183,T03,Diagnostic,87.25,2.9,22.94,24.64,0,
J00677,2025-11-26,C0328,T09,Electrical Panel Upgrade,4328.06,4.6,1363.19,591.43,0,
J00678,2025-09-24,C0351,T06,Wiring Repair,759.91,2.9,231.54,131.09,0,
J00679,2025-12-28,C0071,T01,Furnace Repair,449.45,3.6,122.58,75.54,0,
J00680,2025-08-22,C0258,T03,Furnace Install,4438.24,2.3,3237.3,3121.66,0,
J00681,2026-03-27,C0236,T07,AC Install,8996.19,1.8,1976.33,930.89,0,
J00682,2026-06-19,C0419,T03,Wiring Repair,509.36,7.9,141.84,149.76,0,
J00683,2025-12-03,C0114,T02,AC Repair,419.69,5.8,103.29,59.58,0,
J00684,2026-02-03,C0010,T02,AC Install,8148.15,6.3,1681.6,990.52,0,
J00685,2026-03-20,C0061,T08,AC Repair,357.05,3.1,71.96,42.6,0,
J00686,2026-05-05,C0103,T10,Furnace Install,4234.78,3.5,2406.01,3224.64,0,
J00687,2026-04-23,C0083,T06,Wiring Repair,798.6,6.5,233.15,160.5,0,
J00688,2026-04-23,C0112,T09,AC Repair,1282.44,2.2,401.54,129.35,0,
J00689,2025-10-18,C0358,T06,Diagnostic,119.2,4.1,40.97,16.23,0,
J00690,2026-01-11,C0264,T04,Maintenance,118.81,1.8,41.31,14.82,1,
J00691,2025-09-08,C0361,T06,Diagnostic,96.62,6.1,20.52,19.2,0,
J00692,2026-02-19,C0116,T08,Electrical Panel Upgrade,3295.57,3.0,1081.95,453.99,0,
J00693,2026-03-01,C0007,T03,Wiring Repair,899.11,4.4,194.01,168.68,0,
J00694,2025-08-13,C0203,T03,AC Install,5903.75,5.1,1270.83,1682.91,0,
J00695,2025-08-03,C0174,T04,Wiring Repair,340.18,6.9,88.67,49.86,0,
J00696,2026-03-13,C0304,T10,Electrical Panel Upgrade,2537.03,6.5,752.42,456.78,0,
J00697,2026-05-05,C0262,T08,Maintenance,125.53,6.4,27.14,18.85,0,
J00698,2026-05-18,C0051,T01,Furnace Repair,563.66,6.8,154.85,59.38,0,
J00699,2026-05-06,C0156,T03,Wiring Repair,635.38,1.7,134.37,159.05,0,
J00700,2026-02-24,C0339,T05,Furnace Install,5988.23,4.5,3943.18,4505.37,0,
J00701,2025-07-10,C0061,T07,AC Repair,396.7,3.6,106.69,42.28,0,
J00702,2025-12-03,C0221,T08,Furnace Repair,249.93,6.0,68.26,30.46,0,
J00703,2026-06-03,C0288,T08,Diagnostic,139.08,4.5,35.98,27.67,0,
J00704,2026-05-12,C0165,T05,Wiring Repair,243.0,5.1,53.27,42.11,0,
J00705,2026-04-25,C0195,T06,AC Repair,243.34,3.5,61.49,56.51,0,
J00706,2026-05-28,C0044,T10,Electrical Panel Upgrade,4258.05,1.5,1046.36,713.3,1,
J00707,2025-12-14,C0337,T08,AC Repair,984.74,7.3,236.33,235.54,0,
J00708,2025-12-10,C0200,T10,Maintenance,131.24,1.7,35.86,31.26,0,
J00709,2026-03-12,C0315,T03,Wiring Repair,409.66,7.8,94.33,93.03,0,
J00710,2025-08-08,C0136,T05,Furnace Install,3466.18,8.0,2185.1,2102.14,0,
J00711,2025-08-17,C0173,T10,AC Install,5140.19,5.0,1437.5,953.1,0,
J00712,2025-08-09,C0412,T09,Electrical Panel Upgrade,2609.75,5.6,644.62,477.23,0,
J00713,2026-03-21,C0093,T09,Diagnostic,141.07,5.4,39.14,19.37,0,
J00714,2026-06-04,C0327,T05,Diagnostic,114.95,5.3,36.25,21.47,0,
J00715,2026-05-17,C0103,T09,AC Repair,269.12,2.1,81.49,43.07,0,
J00716,2025-12-11,C0212,T04,AC Install,5101.61,3.0,1143.21,1210.97,0,
J00717,2025-10-31,C0099,T03,AC Install,3666.23,6.6,904.02,722.53,0,
J00718,2026-02-02,C0082,T04,AC Repair,160.7,6.5,38.84,33.77,0,
J00719,2025-07-22,C0029,T01,Diagnostic,139.47,1.6,40.48,38.14,0,
J00720,2026-01-25,C0204,T02,Wiring Repair,860.21,6.1,190.18,105.28,0,
J00721,2025-08-31,C0047,T08,Electrical Panel Upgrade,2442.81,1.9,784.15,405.16,0,
J00722,2026-01-16,C0112,T07,Furnace Install,4007.96,2.2,2981.86,2644.73,0,
J00723,2026-04-28,C0274,T08,AC Repair,840.78,3.2,221.6,198.88,0,
J00724,2025-09-13,C0367,T08,Wiring Repair,457.42,3.2,135.77,128.56,1,
J00725,2026-06-05,C0130,T04,AC Repair,490.09,7.7,124.69,128.62,1,
J00726,2025-10-30,C0005,T07,Diagnostic,143.23,3.8,49.66,21.64,0,
J00727,2025-10-29,C0083,T04,Electrical Panel Upgrade,4272.91,5.4,1418.26,1082.53,0,
J00728,2025-07-18,C0400,T02,Electrical Panel Upgrade,4339.34,4.3,1136.66,1163.95,0,
J00729,2025-08-21,C0260,T05,Furnace Repair,214.51,3.9,66.37,44.95,0,
J00730,2026-06-21,C0329,T01,AC Repair,858.42,6.5,189.21,154.63,0,
J00731,2025-12-08,C0081,T02,AC Install,4997.62,6.0,1574.96,1148.63,0,
J00732,2026-05-01,C0232,T06,Maintenance,151.67,6.1,36.26,36.02,0,
J00733,2025-11-22,C0213,T02,Furnace Install,5258.56,3.8,3289.04,3989.51,0,
J00734,2025-07-11,C0332,T09,AC Repair,447.01,1.6,120.41,68.11,0,
J00735,2025-07-26,C0220,T10,Maintenance,167.65,2.0,57.62,22.47,0,
J00736,2025-07-08,C0345,T08,Maintenance,153.73,2.6,35.43,44.46,0,
J00737,2025-11-14,C0196,T08,Electrical Panel Upgrade,2151.54,7.0,623.97,643.4,0,
J00738,2026-06-12,C0093,T07,Furnace Install,5487.73,2.0,3336.75,3377.43,0,
J00739,2025-11-05,C0351,T10,Wiring Repair,653.06,1.6,176.54,179.13,0,
J00740,2026-01-20,C0363,T07,Furnace Install,5570.43,5.2,3145.13,3839.42,1,
J00741,2025-10-29,C0311,T06,Diagnostic,145.45,7.8,42.14,36.31,1,
J00742,2025-11-07,C0203,T05,Maintenance,176.94,1.9,59.07,19.15,0,
J00743,2025-09-25,C0240,T06,Diagnostic,84.89,3.2,23.73,10.9,0,
J00744,2025-07-23,C0144,T08,Furnace Repair,568.87,7.5,137.92,156.66,0,
J00745,2025-11-13,C0085,T07,Wiring Repair,420.88,8.0,132.39,54.82,0,
J00746,2026-06-02,C0097,T01,Diagnostic,86.15,2.6,17.69,13.1,0,
J00747,2026-02-09,C0021,T08,AC Install,6149.12,7.9,1747.14,1177.88,0,
J00748,2025-09-14,C0048,T06,AC Install,4722.4,3.0,1535.93,1180.54,0,
J00749,2026-04-15,C0003,T10,Furnace Install,6145.69,5.0,3891.96,3498.18,0,
J00750,2026-06-12,C0014,T06,AC Install,5205.69,7.9,1136.39,909.49,0,
J00751,2025-08-24,C0015,T03,Wiring Repair,256.74,6.8,76.75,48.99,0,
J00752,2026-05-01,C0023,T06,AC Repair,1193.73,3.3,369.73,294.69,0,
J00753,2026-04-18,C0025,T04,Furnace Repair,596.81,3.0,190.81,148.46,0,
J00754,2026-05-05,C0205,T02,Maintenance,122.43,2.7,38.64,22.01,1,
J00755,2025-10-15,C0400,T07,Furnace Repair,389.25,5.5,133.58,50.92,0,
J00756,2026-02-07,C0068,T10,Electrical Panel Upgrade,2769.42,1.7,706.53,387.65,0,
J00757,2026-01-15,C0289,T05,Diagnostic,120.03,1.6,31.61,20.84,0,
J00758,2026-05-19,C0021,T02,Maintenance,156.25,7.8,47.1,35.86,0,
J00759,2026-03-11,C0240,T05,AC Install,6124.13,7.4,1663.57,794.43,0,
J00760,2025-12-01,C0219,T09,Furnace Install,4854.7,1.3,2744.39,2724.81,0,
J00761,2026-02-03,C0238,T02,Maintenance,175.57,5.0,41.79,26.51,0,
J00762,2026-03-15,C0380,T02,AC Repair,421.68,2.3,109.19,49.19,0,
J00763,2025-11-30,C0371,T10,Wiring Repair,518.5,5.7,152.22,79.34,0,
J00764,2025-10-04,C0041,T03,Furnace Install,7383.36,5.2,5347.94,4257.12,0,
J00765,2025-07-03,C0007,T02,Maintenance,111.5,4.3,33.87,30.52,0,
J00766,2026-05-05,C0317,T05,Diagnostic,135.98,5.3,41.28,39.79,0,
J00767,2025-12-02,C0070,T03,AC Install,3583.26,1.8,725.19,1053.85,0,
J00768,2025-10-16,C0333,T03,Diagnostic,93.13,6.9,30.62,19.35,0,
J00769,2026-02-23,C0217,T08,Furnace Repair,191.34,2.2,42.64,46.02,0,
J00770,2026-02-27,C0300,T08,AC Repair,303.64,6.8,78.57,50.64,0,
J00771,2026-02-07,C0378,T08,Maintenance,164.8,6.1,57.66,17.7,0,
J00772,2026-03-20,C0366,T04,Diagnostic,79.55,1.1,22.79,16.76,0,
J00773,2026-05-28,C0060,T08,Maintenance,153.82,7.6,38.76,36.84,1,
J00774,2025-11-25,C0177,T08,Furnace Install,5653.42,4.6,3773.84,4077.49,0,
J00775,2026-06-02,C0151,T03,Diagnostic,129.22,3.7,33.93,37.25,0,
J00776,2026-01-01,C0319,T03,Diagnostic,90.54,5.8,19.28,17.8,0,
J00777,2025-09-19,C0407,T02,Diagnostic,106.2,8.0,26.08,15.07,1,
J00778,2025-07-10,C0183,T05,Wiring Repair,673.85,2.2,221.64,135.24,0,
J00779,2025-12-20,C0317,T02,Maintenance,118.7,4.9,32.4,35.46,0,
J00780,2025-07-24,C0354,T03,Electrical Panel Upgrade,4158.98,5.2,896.76,457.84,0,
J00781,2026-02-20,C0401,T02,AC Install,7163.44,6.5,2450.67,1896.32,1,
J00782,2025-08-23,C0106,T02,Furnace Repair,653.71,2.1,159.39,123.1,0,
J00783,2025-08-20,C0172,T06,Furnace Repair,605.96,1.9,139.54,178.11,0,
J00784,2025-07-04,C0175,T08,Furnace Install,4805.85,2.2,2898.9,3502.5,0,
J00785,2026-05-19,C0386,T03,Furnace Install,7419.64,4.0,4419.41,5568.01,0,
J00786,2026-01-26,C0407,T09,Diagnostic,126.16,7.6,33.61,32.05,0,
J00787,2026-03-22,C0174,T02,AC Install,5388.83,7.9,1210.59,605.13,0,
J00788,2026-06-04,C0030,T10,Furnace Repair,688.42,7.9,220.2,189.43,0,
J00789,2026-01-31,C0156,T09,Maintenance,183.52,3.2,46.18,48.71,0,
J00790,2026-05-09,C0229,T07,Furnace Repair,514.82,7.2,151.18,115.13,0,
J00791,2025-12-24,C0155,T04,Maintenance,100.04,4.8,25.86,24.39,0,
J00792,2026-03-24,C0048,T04,Electrical Panel Upgrade,3181.51,3.2,798.9,722.64,1,
J00793,2026-04-03,C0397,T04,Electrical Panel Upgrade,2620.64,4.0,722.75,645.72,0,
J00794,2025-11-10,C0025,T02,Wiring Repair,729.59,7.6,195.03,156.49,1,
J00795,2025-12-21,C0290,T10,Furnace Install,7202.02,7.6,4919.73,5481.63,0,
J00796,2025-12-01,C0345,T10,Electrical Panel Upgrade,2177.92,3.6,676.52,263.63,0,
J00797,2025-10-07,C0051,T08,Wiring Repair,302.59,4.0,79.22,35.84,0,
J00798,2025-09-05,C0229,T04,Diagnostic,80.86,5.7,21.06,17.12,0,
J00799,2025-11-13,C0226,T07,Diagnostic,126.68,7.6,39.24,23.23,0,
J00800,2026-03-16,C0365,T08,Furnace Repair,418.01,7.8,115.78,86.04,0,
J00801,2026-02-19,C0383,T01,Diagnostic,86.76,4.9,29.35,10.74,0,
J00802,2025-08-26,C0293,T06,AC Install,5237.54,4.7,1140.01,843.17,0,
J00803,2025-11-28,C0406,T01,Diagnostic,85.72,6.5,22.57,24.63,0,
J00804,2025-11-23,C0420,T03,Furnace Install,7342.1,1.0,4842.17,4162.17,1,
J00805,2026-03-04,C0232,T10,Electrical Panel Upgrade,4230.78,6.5,1147.74,1032.34,0,
J00806,2025-09-09,C0342,T08,Diagnostic,108.68,7.1,27.04,28.25,0,
J00807,2026-01-26,C0203,T04,Maintenance,133.41,1.3,40.1,25.16,0,
J00808,2025-08-15,C0293,T01,Furnace Repair,507.66,6.4,125.05,116.27,0,
J00809,2025-08-13,C0278,T10,Furnace Install,6430.39,1.4,4270.09,3841.19,0,
J00810,2025-07-10,C0093,T09,AC Install,9274.26,2.9,2141.16,2466.38,0,
J00811,2026-04-23,C0414,T02,Diagnostic,115.02,3.2,33.16,22.81,0,
J00812,2025-12-22,C0213,T03,Maintenance,92.15,4.7,23.71,10.89,0,
J00813,2026-04-04,C0074,T05,Furnace Repair,274.99,6.4,61.36,79.87,0,
J00814,2025-07-31,C0014,T03,Wiring Repair,699.31,3.1,150.22,89.86,0,
J00815,2025-11-10,C0027,T02,Maintenance,115.54,6.3,33.26,22.94,0,
J00816,2026-01-14,C0032,T05,AC Install,5410.02,4.9,1135.12,572.28,0,
J00817,2025-07-10,C0301,T09,Electrical Panel Upgrade,3622.76,2.7,1025.99,931.21,0,
J00818,2026-01-25,C0326,T02,Diagnostic,112.53,6.5,24.91,23.42,0,
J00819,2025-11-03,C0232,T09,Maintenance,94.47,6.7,32.52,21.18,0,
J00820,2025-09-24,C0247,T01,AC Repair,294.35,5.8,102.99,79.03,0,
J00821,2026-03-19,C0083,T01,Electrical Panel Upgrade,3795.79,4.9,930.33,679.68,0,
J00822,2025-09-10,C0108,T07,Electrical Panel Upgrade,3448.2,7.7,854.28,815.22,0,
J00823,2025-11-11,C0126,T05,Diagnostic,124.67,3.3,28.87,36.38,0,
J00824,2026-06-20,C0312,T01,Furnace Repair,427.8,7.3,128.73,78.13,0,
J00825,2026-06-26,C0276,T07,Diagnostic,81.09,7.1,24.14,16.84,0,
J00826,2026-06-09,C0181,T02,Diagnostic,147.9,3.6,42.92,26.23,0,
J00827,2026-06-22,C0237,T02,AC Repair,303.49,1.1,94.53,76.38,0,
J00828,2026-06-29,C0047,T04,Wiring Repair,771.4,5.4,247.82,111.26,0,
J00829,2026-01-02,C0253,T05,AC Repair,1195.25,2.5,274.21,315.82,0,
J00830,2025-11-20,C0283,T03,Diagnostic,89.53,6.2,26.93,19.75,0,
J00831,2026-04-28,C0066,T02,Furnace Repair,315.0,5.0,73.77,64.46,0,
J00832,2025-10-07,C0315,T09,AC Repair,463.42,4.2,157.88,105.75,0,
J00833,2025-07-27,C0209,T07,Wiring Repair,391.82,5.8,105.79,67.51,0,
J00834,2025-10-23,C0216,T05,AC Repair,484.51,3.7,121.23,133.73,0,
J00835,2025-10-24,C0128,T02,Maintenance,114.79,3.3,24.04,25.83,1,
J00836,2026-02-07,C0409,T10,AC Repair,556.72,2.8,120.35,82.21,0,
J00837,2025-07-28,C0407,T09,Wiring Repair,365.72,1.5,106.06,68.65,0,
J00838,2026-02-14,C0032,T02,AC Install,9000.29,3.6,3001.71,2148.12,0,
J00839,2025-08-01,C0155,T01,Diagnostic,120.81,4.0,26.01,13.43,1,
J00840,2026-01-12,C0317,T02,Maintenance,187.51,2.6,54.37,43.49,1,
J00841,2026-01-13,C0318,T07,Diagnostic,121.44,3.4,41.37,31.16,0,
J00842,2025-12-16,C0053,T02,Furnace Install,3268.82,6.0,2185.46,2484.94,0,
J00843,2025-09-03,C0216,T06,Electrical Panel Upgrade,3099.78,5.3,706.4,395.33,1,
J00844,2025-09-04,C0224,T10,Electrical Panel Upgrade,3185.44,5.6,808.02,690.39,0,
J00845,2025-09-13,C0159,T08,Furnace Repair,493.73,3.0,170.6,100.49,0,
J00846,2025-09-13,C0260,T04,AC Repair,937.23,1.4,235.78,276.77,0,
J00847,2025-10-12,C0097,T06,AC Install,7507.16,5.9,2607.15,1651.22,0,
J00848,2026-04-23,C0154,T10,Wiring Repair,493.09,2.1,132.22,127.14,1,
J00849,2025-10-21,C0355,T04,AC Repair,479.96,2.7,148.88,139.44,0,
J00850,2026-01-09,C0095,T07,Furnace Install,7826.07,1.0,4319.82,5004.55,0,
J00851,2025-09-11,C0100,T08,Electrical Panel Upgrade,3504.6,7.4,890.12,1034.07,0,
J00852,2025-11-23,C0135,T04,Furnace Repair,553.8,3.4,156.82,75.15,1,
J00853,2025-11-12,C0347,T01,AC Install,4323.46,5.6,1438.64,724.94,0,
J00854,2026-02-19,C0415,T06,Furnace Install,5285.16,2.2,3463.82,3962.58,0,
J00855,2026-02-08,C0074,T02,AC Install,8796.34,1.9,2009.49,1816.54,0,
J00856,2025-12-10,C0024,T04,Maintenance,188.96,5.1,62.01,30.01,1,
J00857,2025-11-04,C0065,T05,AC Repair,1458.73,7.2,337.53,169.62,0,
J00858,2026-06-05,C0261,T03,AC Install,5828.7,7.2,1822.46,1019.17,0,
J00859,2025-09-30,C0270,T06,Wiring Repair,686.16,6.0,188.16,105.44,0,
J00860,2026-04-25,C0113,T04,AC Repair,865.91,2.6,201.58,160.2,0,
J00861,2025-09-19,C0282,T05,Wiring Repair,259.33,6.3,63.34,52.84,0,
J00862,2025-07-22,C0319,T09,Diagnostic,100.23,4.2,26.55,17.39,0,
J00863,2025-11-17,C0092,T01,Maintenance,146.86,2.9,31.04,41.16,0,
J00864,2026-03-14,C0117,T05,AC Install,4090.45,1.5,841.58,572.91,0,
J00865,2025-12-16,C0382,T05,Electrical Panel Upgrade,4002.02,5.8,965.17,965.0,0,
J00866,2026-04-05,C0395,T01,Electrical Panel Upgrade,2608.58,6.8,828.14,471.53,0,
J00867,2026-04-23,C0335,T08,AC Repair,852.64,2.0,221.37,123.96,0,
J00868,2026-02-28,C0301,T09,Furnace Install,7601.46,6.3,5279.23,5057.63,0,
J00869,2025-12-08,C0395,T07,Furnace Install,8474.81,3.9,5404.69,6468.28,1,
J00870,2025-09-10,C0378,T05,Furnace Repair,185.03,6.7,60.16,31.08,0,
J00871,2026-06-17,C0154,T09,Maintenance,131.72,1.2,41.86,37.46,0,
J00872,2025-12-17,C0105,T07,Maintenance,213.28,1.4,55.02,41.58,0,
J00873,2026-02-17,C0088,T02,Electrical Panel Upgrade,2081.65,4.9,426.34,495.03,0,
J00874,2025-10-04,C0198,T02,Furnace Install,4789.38,2.6,3265.94,2717.95,0,
J00875,2026-03-23,C0168,T03,AC Repair,790.23,2.1,171.17,163.81,0,
J00876,2025-08-05,C0067,T04,Maintenance,203.03,3.2,65.51,47.3,1,
J00877,2026-04-21,C0104,T10,Electrical Panel Upgrade,3156.68,5.8,761.76,320.37,0,
J00878,2025-08-02,C0414,T10,Maintenance,121.34,3.3,34.63,24.05,0,
J00879,2025-07-21,C0331,T05,AC Install,8785.96,4.2,2680.14,2129.1,0,
J00880,2026-05-10,C0128,T07,Furnace Repair,273.38,5.3,72.39,48.37,0,
J00881,2026-06-23,C0358,T07,AC Install,9174.12,2.7,3032.79,1419.74,0,
J00882,2025-11-27,C0253,T04,AC Install,5967.67,6.3,1302.05,1036.86,0,
J00883,2026-03-16,C0231,T07,Wiring Repair,315.39,2.5,65.19,33.22,0,
J00884,2026-06-11,C0176,T07,Diagnostic,130.95,7.0,33.98,13.38,0,
J00885,2025-09-08,C0249,T08,Wiring Repair,522.95,1.6,156.13,126.93,0,
J00886,2026-02-27,C0088,T03,Electrical Panel Upgrade,4063.94,5.2,920.83,507.3,0,
J00887,2025-09-25,C0347,T01,AC Install,5139.51,4.1,1165.08,1248.3,0,
J00888,2026-03-30,C0357,T08,Furnace Install,3467.43,5.4,2269.7,2481.42,0,
J00889,2025-08-22,C0228,T05,Maintenance,95.87,1.0,30.28,24.29,0,
J00890,2026-01-08,C0047,T04,Furnace Install,3289.82,1.2,1818.98,2484.24,0,
J00891,2025-08-02,C0409,T02,Furnace Install,7878.16,5.6,5473.76,4419.67,0,
J00892,2025-12-15,C0321,T09,Wiring Repair,332.68,2.4,93.57,95.74,0,
J00893,2025-10-18,C0166,T06,AC Install,4541.73,3.8,1123.79,807.69,0,
J00894,2025-08-03,C0189,T10,Electrical Panel Upgrade,1918.64,7.2,502.04,486.39,0,
J00895,2025-08-22,C0049,T05,Furnace Repair,491.93,7.9,149.77,115.89,0,
J00896,2026-06-21,C0090,T06,Furnace Repair,510.38,7.2,126.42,137.96,0,
J00897,2025-12-19,C0300,T10,AC Repair,589.08,6.2,162.3,141.92,1,
J00898,2025-07-11,C0122,T05,AC Install,7927.48,6.3,2322.47,887.76,0,
J00899,2025-11-29,C0193,T03,Furnace Install,4344.56,1.3,3191.87,3039.1,0,
J00900,2025-12-16,C0163,T05,Furnace Repair,514.67,6.3,143.15,152.09,0,
J00901,2025-11-25,C0376,T04,AC Repair,318.39,4.8,106.98,74.18,0,
J00902,2026-06-17,C0196,T10,Furnace Install,6120.24,2.3,4137.02,3465.0,0,
J00903,2025-10-07,C0105,T03,AC Repair,184.0,4.8,58.75,25.92,0,
J00904,2026-02-04,C0085,T05,Diagnostic,129.13,2.7,29.24,19.34,0,
J00905,2026-02-15,C0401,T05,Furnace Install,5894.56,7.7,3665.92,3798.62,0,
J00906,2026-02-02,C0420,T03,Maintenance,213.94,4.4,67.24,39.68,0,
J00907,2025-12-01,C0373,T09,Furnace Repair,271.36,3.7,66.72,42.51,0,
J00908,2026-03-04,C0070,T06,AC Install,7789.18,2.4,2628.22,785.43,0,
J00909,2026-01-08,C0213,T07,Diagnostic,145.52,7.8,37.25,28.8,0,
J00910,2026-04-28,C0020,T07,AC Install,9454.83,1.9,3212.94,1252.51,0,
J00911,2025-11-08,C0364,T09,Wiring Repair,542.04,5.8,165.03,124.77,0,
J00912,2025-11-04,C0018,T08,Furnace Install,8360.22,3.5,5779.52,4657.18,0,
J00913,2025-09-14,C0234,T10,Electrical Panel Upgrade,4349.52,2.0,1031.32,938.05,0,
J00914,2025-09-21,C0395,T02,AC Repair,391.2,3.7,119.67,115.34,0,
J00915,2025-10-05,C0219,T03,Maintenance,122.13,3.1,42.15,28.3,0,
J00916,2025-12-05,C0056,T02,Maintenance,172.34,6.4,43.37,22.15,0,
J00917,2026-01-20,C0087,T01,Electrical Panel Upgrade,4004.25,1.0,842.8,958.07,0,
J00918,2026-06-01,C0088,T07,Electrical Panel Upgrade,2276.28,2.3,501.12,449.1,0,
J00919,2025-08-26,C0417,T10,Diagnostic,90.94,2.4,28.42,23.81,0,
J00920,2026-01-26,C0056,T10,Diagnostic,140.13,2.2,34.19,24.6,0,
